CUSTOMER_ID,CUSTOMER_NAME,AGE,MARITAL_STATUS,EMPLOYMENT_STATUS,NO_OF_FAMILY_MEMBERS,SOCIAL_CLASS,CUSTOMER_EDUCATION_LEVEL,HOUSE_TYPE,CITY,STATE
A00007576,Jeanne Cortez,29,Y,Y,7,HI,Masters,Rent,Fayetteville,AR
A00009690,Eddie Gilbert,48,Y,Y,2,LI,Masters,Own,Louisville,KY
A00000607,Russell Wilcox,45,N,N,7,MI,MD,Mortgage,Anchorage,AK
A00009460,Melanie Cardona,41,Y,Y,3,HI,High School,Mortgage,Savannah,GA
A00000053,Arnold Swelgart,26,N,Y,2,MI,College,Own,Manchester,CT
A00007993,Florence Fowler,26,N,Y,2,LI,College,Mortgage,Berkeley,CA
A00000767,Brooke Lawrence,62,Y,Y,6,MI,Bachelor,Mortgage,Aspen,CO
A00008746,Olga Sanders,39,Y,Y,2,MI,High School,Own,Oklahoma City,OK
A00008664,Richard Myers,47,N,N,4,MI,Bachelor,Rent,Oklahoma City,OK
A00006607,Tyler Foss,46,Y,Y,4,MI,Bachelor,Own,Moore,OK
A00007243,Mary Cloud,37,N,Y,6,HI,High School,Mortgage,Savannah,GA
A00009288,Lexie Kirley,27,Y,Y,4,MI,High School,Mortgage,Wheatland,CA
A00007999,Ronald Stcharles,50,Y,Y,3,MI,Bachelor,Rent,Savannah,GA
A00001907,Susan Scontras,41,Y,Y,4,MI,Bachelor,Mortgage,Savannah,GA
A00005284,Keith Stephens,55,Y,Y,5,HI,Bachelor,Rent,Rutland,VT
A00009676,Ernest Marvin,38,Y,Y,2,MI,Masters,Rent,Anchorage,AK
A00004546,Ann Amos,31,Y,Y,5,MI,High School,Mortgage,Vallejo,CA
A00000273,Josephine Pyle,51,Y,Y,4,HI,MD,Rent,Fayetteville,AR
A00001118,Don Davis,60,Y,Y,3,MI,High School,Mortgage,Fayetteville,AR
A00006988,Kathy Dixon,55,Y,Y,7,LI,High School,Rent,Panama City Beach,FL
A00008739,Melissa Sutton,25,Y,Y,6,HI,Masters,Rent,Louisville,KY
A00001132,Elmer Padel,54,Y,Y,4,HI,PhD,Mortgage,Richford,VT
A00001085,Michele Lumpkin,41,Y,Y,7,LI,Bachelor,Rent,Plantation,KY
A00002525,Gerardo Parker,37,Y,N,6,MI,PhD,Rent,Nashville,TN
A00000803,Sarah Meagher,27,N,Y,2,LI,High School,Mortgage,Washington,DC
A00001389,Jarrod Wells,40,Y,Y,5,LI,High School,Rent,Nashville,TN
A00001598,William Campos,45,Y,Y,4,MI,Bachelor,Rent,Oklahoma City,OK
A00000539,Michael Brewer,35,N,Y,3,MI,Masters,Own,Norman,OK
A00006395,Linda Austin,43,N,N,7,HI,Bachelor,Mortgage,Anchorage,AK
A00009170,Gene Elem,27,Y,Y,4,LI,Bachelor,Mortgage,Savannah,GA
A00002043,Norma Abramson,63,Y,N,5,LI,Bachelor,Mortgage,Soquel,CA
A00001975,Samantha Glickman,49,N,Y,3,LI,Bachelor,Rent,Savannah,GA
A00006540,Palmer Miller,33,Y,Y,5,MI,MD,Mortgage,Washington,DC
A00003083,Maria Peoples,29,Y,Y,2,HI,Bachelor,Rent,Oklahoma City,OK
A00000517,Michael Mayoka,56,Y,Y,5,LI,Bachelor,Mortgage,Louisville,KY
A00004229,Andrew Griffin,28,Y,Y,2,LI,Bachelor,Mortgage,Lyndon,KY
A00007136,Dorothy Bosley,31,Y,Y,4,MI,College,Rent,Nashville,TN
A00003908,Josephine Saldana,46,N,Y,7,MI,PhD,Mortgage,Lynn Haven,FL
A00002940,Corinne Bundy,39,N,Y,3,MI,Bachelor,Own,Montgomery,AL
A00001556,Patricia Clark,46,Y,N,7,MI,Bachelor,Rent,Glendale,AZ
A00008084,Jewel Wright,25,N,Y,3,HI,High School,Rent,Goodlettsville,TN
A00007391,Hilma Gaines,54,Y,Y,2,LI,NA,Rent,Burlington,VT
A00006648,Julie Holland,62,Y,Y,6,MI,Bachelor,Mortgage,Pooler,GA
A00003269,Elizabeth Orabuena,59,Y,Y,3,LI,Bachelor,Own,Panama City,FL
A00003907,Gary Cox,55,Y,Y,7,MI,High School,Rent,Montgomery,AL
A00000670,Diane Givens,44,N,Y,3,MI,College,Rent,Nashville,TN
A00005816,Jennifer Macdonald,45,Y,Y,7,HI,Bachelor,Mortgage,Union City,CA
A00005488,Genevieve Vann,48,N,Y,7,HI,High School,Mortgage,Oklahoma City,OK
A00000374,Michele Aycock,32,Y,Y,6,LI,Bachelor,Mortgage,Nashville,TN
A00007562,Richard Hwang,41,Y,Y,6,LI,MD,Own,Westford,VT
A00008455,Gary Walker,64,Y,Y,6,HI,Masters,Rent,Louisville,KY
A00004961,Barbara Peebles,62,Y,Y,6,LI,MD,Own,Nashville,TN
A00005673,Phillis Ly,56,N,Y,4,MI,High School,Own,Manchester,CT
A00006006,Rogelio Richards,25,Y,Y,2,LI,Bachelor,Rent,Nashville,TN
A00004711,Peter Brown,59,Y,Y,7,MI,Bachelor,Own,Louisville,KY
A00003114,Rebecca Wheaton,27,Y,Y,4,MI,Bachelor,Own,,VT
A00006678,Jennifer Jonason,32,Y,Y,2,MI,High School,Rent,Washington,DC
A00007471,Pearlie Betts,39,N,Y,3,MI,PhD,Own,Barnstable,MA
A00009153,Timothy Sills,61,N,Y,4,MI,Bachelor,Mortgage,Dummerston,VT
A00008668,Diane Mosley,46,Y,Y,7,MI,Masters,Rent,Livermore,CA
A00002482,Shannon Turner,41,N,N,5,HI,College,Rent,Savannah,GA
A00002559,Monica Brumback,38,N,Y,5,MI,Bachelor,Mortgage,Hayward,CA
A00001878,Helen Occhuizzo,51,Y,Y,2,LI,Bachelor,Own,West Sacramento,CA
A00007081,Arnold Rivera,49,N,N,6,MI,Bachelor,Rent,Arvada,CO
A00000501,Lorene Hampton,39,Y,Y,4,MI,College,Mortgage,Glendale,AZ
A00006112,Felicia Love,35,Y,Y,7,LI,College,Own,Berkeley,CA
A00003238,Esther Griffith,57,Y,Y,5,LI,Bachelor,Rent,Arvada,CO
A00008398,Paul Power,44,Y,Y,6,HI,Bachelor,Own,Fayetteville,AR
A00002931,Ray Thomas,34,Y,Y,2,MI,High School,Own,Arlington,MA
A00009535,Holly Arterbury,50,N,Y,7,LI,High School,Rent,Montgomery,AL
A00000795,Alejandro Haggard,56,Y,Y,6,MI,Bachelor,Own,Livermore,CA
A00000478,Katherine Hall,42,Y,N,6,MI,College,Mortgage,Montgomery,AL
A00005824,Marlene Simmons,44,N,Y,6,LI,High School,Mortgage,Nashville,TN
A00004327,Tina Marks,55,N,Y,3,LI,College,Mortgage,Nashville,TN
A00000171,David Patterson,52,N,Y,4,LI,High School,Own,Panama City,FL
A00006611,Jamie Vise,33,Y,Y,5,MI,College,Own,Glen Burnie,MD
A00009258,Adam Yokoyama,38,Y,Y,5,MI,Bachelor,Mortgage,San Diego,CA
A00003095,Frances Willis,48,N,Y,4,LI,Bachelor,Own,Louisville,KY
A00003641,Rebecca Rogers,27,N,Y,4,MI,Masters,Rent,Anchorage,AK
A00003030,Sharon Peters,27,Y,Y,4,MI,Bachelor,Own,Nashville,TN
A00006930,Dale Pittman,45,Y,N,5,HI,Bachelor,Own,Livermore,CA
A00007398,Kathryn Anderson,27,Y,Y,2,HI,High School,Mortgage,Livermore,CA
A00003028,Elna Sims,33,Y,Y,3,HI,Bachelor,Mortgage,Washington,DC
A00008198,John Tefft,41,Y,Y,6,LI,Bachelor,Mortgage,Glendale,AZ
A00009631,Imelda Hollen,37,Y,Y,5,LI,Bachelor,Own,Louisville,KY
A00009272,John Boyer,44,N,Y,6,LI,High School,Mortgage,Manchester,CT
A00003978,Robert Green,39,Y,Y,7,MI,Bachelor,Mortgage,Glen Burnie,MD
A00008811,Patricia English,29,Y,Y,6,MI,Bachelor,Own,Panama City,FL
A00000708,Virginia Morris,59,N,Y,3,HI,MD,Own,Castro Valley,CA
A00004455,Timothy Pratt,58,Y,Y,4,LI,Masters,Own,Montgomery,AL
A00001042,Margaret Bly,58,N,Y,5,MI,Masters,Mortgage,Panama City,FL
A00006078,Thomas Christian,35,N,N,4,HI,Bachelor,Rent,Arvada,CO
A00003736,Maxine Jones,28,N,N,5,HI,PhD,Mortgage,Glendale,AZ
A00006038,Linda Romero,42,Y,Y,6,MI,High School,Rent,Washington,DC
A00002003,Carlos Montello,33,Y,Y,6,MI,High School,Mortgage,Arlington,MA
A00009990,Richard Herrera,41,N,Y,2,LI,Bachelor,Rent,Berkeley,CA
A00004782,Chris Hosley,58,Y,Y,5,HI,College,Mortgage,Woodford,VT
A00005063,Julie Moore,36,Y,Y,5,MI,College,Rent,Cupertino,CA
A00005768,Delphine Ellison,44,Y,N,5,LI,Masters,Mortgage,Savannah,GA
A00009043,Jeanette Bickford,28,Y,Y,7,LI,High School,Own,Anchorage,AK
A00001491,Victor Gorham,32,Y,Y,7,HI,High School,Own,Washington,DC
A00004579,Christopher Quezada,50,Y,Y,3,MI,College,Rent,Harrah,OK
A00002902,Brandon Voss,40,Y,N,5,MI,Bachelor,Own,Anchorage,AK
A00005066,Grace Trower,45,Y,Y,5,MI,Bachelor,Mortgage,Barre,VT
A00003048,Donetta Mallory,37,Y,Y,2,MI,High School,Rent,Pasadena,MD
A00008704,William Wolfgang,58,Y,Y,7,LI,Bachelor,Mortgage,Groton,CT
A00004291,Arthur Salmon,42,Y,Y,3,MI,Bachelor,Mortgage,Nashville,TN
A00007210,Michele Isham,61,Y,Y,7,MI,College,Mortgage,Montgomery,AL
A00000511,Melanie Eastman,59,Y,Y,4,HI,High School,Rent,Oklahoma City,OK
A00007470,George Whitley,51,Y,Y,3,MI,Bachelor,Own,Watertown,MA
A00008281,Billy Boyer,35,N,Y,3,LI,Masters,Own,Pasadena,MD
A00007688,William Jackson,35,Y,Y,4,LI,High School,Mortgage,Boulder,CO
A00009911,Erin Isenberg,60,Y,Y,5,LI,High School,Mortgage,Louisville,KY
A00007317,Marie Schwerdtfeger,26,Y,N,6,MI,Bachelor,Mortgage,Pleasanton,CA
A00006267,Kate Tito,26,N,Y,3,MI,High School,Mortgage,Glendale,AZ
A00000412,Ethel Forti,26,Y,Y,7,MI,High School,Rent,Fayetteville,AR
A00002416,Jessica Thurmer,52,Y,Y,5,MI,Bachelor,Own,Glendale,AZ
A00001160,Martha Arroliga,36,N,Y,2,LI,High School,Rent,Pooler,GA
A00005492,Robert Robichaux,27,Y,Y,5,MI,High School,Rent,Louisville,KY
A00009243,Donna Pierce,38,Y,Y,5,MI,High School,Mortgage,Arvada,CO
A00007604,Thomas Pascual,40,N,Y,2,HI,Bachelor,Mortgage,Louisville,KY
A00008553,Harry Padilla,27,N,Y,2,HI,Bachelor,Mortgage,Arvada,CO
A00008382,Chris Tutor,58,N,Y,7,MI,High School,Mortgage,Glendale,AZ
A00008279,Christine Knight,64,Y,N,3,MI,Bachelor,Rent,Rutland,VT
A00000225,Colby Cervantez,33,N,Y,3,LI,College,Rent,,VT
A00007559,Jacob Jones,49,N,Y,5,MI,Bachelor,Own,Anchorage,AK
A00008472,Juanita Steward,60,Y,Y,7,HI,Bachelor,Mortgage,San Diego,CA
A00001528,Allison Slager,33,N,Y,7,MI,Bachelor,Mortgage,Savannah,GA
A00000204,Tanya Hanlon,57,N,Y,6,MI,College,Rent,Washington,DC
A00004663,Jesse Shawler,46,Y,Y,5,MI,MD,Rent,Edgewater,MD
A00007808,Helen Mbonu,39,Y,Y,4,HI,Bachelor,Mortgage,Washington,DC
A00008247,Shirley Flinn,31,Y,Y,5,LI,MD,Own,Athol,MA
A00001787,Marty Crum,44,Y,Y,7,LI,MD,Rent,Oklahoma City,OK
A00009937,Ella Howard,56,Y,Y,5,LI,High School,Own,Waddell,AZ
A00004656,Daniel Gilstrap,63,Y,Y,2,MI,Bachelor,Rent,Savannah,GA
A00001426,John Smith,50,N,Y,6,HI,NA,Mortgage,Savannah,GA
A00008226,Monica Roscioli,53,Y,Y,2,MI,Bachelor,Mortgage,Nashville,TN
A00006039,Ruth Morgan,50,Y,Y,2,HI,High School,Rent,Fayetteville,AR
A00006299,Casey Kerns,62,N,Y,5,LI,MD,Rent,Montgomery,AL
A00006721,Shirley Sullivan,40,Y,Y,4,LI,High School,Mortgage,Arvada,CO
A00003625,Kathleen Parrish,64,Y,Y,6,MI,Bachelor,Mortgage,Fayetteville,AR
A00003529,Milagros Shotkoski,49,Y,Y,5,LI,Bachelor,Rent,Savannah,GA
A00006617,Amy Moore,61,Y,Y,3,MI,Masters,Own,Manchester,CT
A00006013,Wesley King,32,Y,Y,3,MI,High School,Rent,Harrah,OK
A00003966,Linda Dell,28,Y,Y,7,MI,Bachelor,Mortgage,Fayetteville,AR
A00006298,William Owens,53,Y,Y,6,HI,Masters,Rent,Panama City,FL
A00006641,Sarah Carter,58,Y,Y,3,HI,PhD,Rent,Washington,DC
A00006659,Carol Pearson,54,N,Y,7,LI,Bachelor,Rent,Oklahoma City,OK
A00009196,William Soloveichik,64,Y,Y,3,MI,PhD,Own,Montgomery,AL
A00006405,Linda Alexander,63,N,Y,7,MI,Bachelor,Own,Louisville,KY
A00005507,Gary York,49,Y,Y,3,LI,High School,Rent,Fayetteville,AR
A00007221,Tracey Zucco,63,Y,Y,3,HI,Masters,Own,Nashville,TN
A00004030,Mark Hart,56,N,Y,3,MI,College,Rent,Nashville,TN
A00000060,Rose Jensen,28,Y,Y,6,HI,PhD,Own,Arvada,CO
A00006023,Floy Wren,31,Y,Y,6,HI,High School,Mortgage,Fayetteville,AR
A00009634,Michael Wilson,33,Y,Y,3,MI,Bachelor,Own,South Burlington,VT
A00005420,Charlotte Skeen,55,Y,Y,6,LI,Masters,Rent,Midwest City,OK
A00000569,Mary Dell,38,Y,Y,3,HI,High School,Mortgage,Severn,MD
A00002596,Mark Salas,52,N,Y,6,MI,High School,Own,Anchorage,AK
A00002952,Shelby Schammel,49,N,Y,5,MI,Bachelor,Mortgage,Oakland,CA
A00005755,Michael Johnson,26,Y,Y,2,LI,College,Own,Louisville,KY
A00005243,Andre Meredith,53,Y,Y,4,LI,Bachelor,Mortgage,Arvada,CO
A00007228,Debi Gagnon,30,Y,Y,4,HI,College,Own,Lawrence,MA
A00008485,Eileen Bibber,31,Y,Y,2,LI,Bachelor,Mortgage,Louisville,KY
A00006817,Alice Bekis,36,Y,Y,4,MI,Bachelor,Own,Fayetteville,AR
A00005635,Mary Turner,43,Y,N,7,MI,Bachelor,Own,Washington,DC
A00002151,Marjorie Mills,35,Y,Y,5,MI,High School,Rent,Fremont,CA
A00003050,Sandra Hubbard,49,Y,Y,2,LI,High School,Mortgage,Saint Albans City,VT
A00002398,Angela Daniels,56,Y,Y,7,MI,Bachelor,Rent,Waddell,AZ
A00004796,Robert Platt,53,Y,Y,5,MI,Masters,Rent,The Village,OK
A00000357,Carrie Lachley,44,Y,Y,7,HI,College,Own,Mesa,AZ
A00009067,James Bartholf,43,Y,Y,6,MI,Bachelor,Rent,Crofton,MD
A00008291,Eileen Risser,61,Y,Y,6,HI,High School,Rent,Glendale,AZ
A00009312,Betty Lico,61,Y,Y,7,LI,Bachelor,Mortgage,Annapolis,MD
A00001712,Bruce Linn,38,Y,Y,3,LI,Bachelor,Rent,Washington,DC
A00000588,Benjamin Kreisher,37,N,Y,7,LI,College,Own,Brentwood,TN
A00002553,Ned Jones,50,N,Y,6,LI,High School,Mortgage,Ardmore,OK
A00002490,Trent Schultz,32,Y,Y,5,HI,Bachelor,Own,Glendale,AZ
A00006961,Leeanne Bishop,39,N,Y,3,MI,Masters,Mortgage,Manchester,CT
A00000837,Michael Mcclellan,49,Y,N,2,MI,High School,Rent,Manchester,CT
A00005948,Billie Londo,46,Y,Y,2,MI,PhD,Rent,Arvada,CO
A00008845,Elaine Sellers,34,N,Y,6,MI,High School,Rent,Louisville,KY
A00009860,Kristin Huckleberry,50,N,Y,7,MI,High School,Own,Edgewater,MD
A00006259,Clyde Flores,40,N,Y,5,MI,Bachelor,Rent,Norman,OK
A00009569,David Russell,62,N,Y,4,MI,Masters,Mortgage,Lynn Haven,FL
A00006577,Terry Brookhouse,56,Y,Y,4,LI,Bachelor,Rent,Annapolis,MD
A00001400,Terry Maraldo,52,N,Y,2,MI,Bachelor,Mortgage,Manchester,CT
A00003740,Tony Jensen,64,Y,Y,2,MI,Bachelor,Mortgage,Anchorage,AK
A00001449,Debby Oathout,45,Y,Y,7,LI,Bachelor,Rent,Pasadena,MD
A00003406,Lawrence Faust,59,N,Y,5,MI,Masters,Rent,,VT
A00002562,Ramona Laney,64,N,Y,2,MI,Masters,Rent,Oakland,CA
A00006714,Dale Lizarraga,58,N,Y,6,MI,NA,Own,Prospect,KY
A00003878,Marvin Wynn,43,Y,Y,7,MI,High School,Mortgage,Washington,DC
A00000426,Winnie Jones,25,Y,Y,4,LI,Masters,Own,Fayetteville,AR
A00009677,Charles Phillips,38,Y,Y,5,MI,Bachelor,Rent,Berkeley,CA
A00001371,George Snipes,25,Y,Y,4,LI,MD,Mortgage,Annapolis,MD
A00002658,Bertha Howard,32,Y,N,5,MI,Bachelor,Mortgage,Arvada,CO
A00003566,Leslie Quinto,60,Y,Y,3,HI,Bachelor,Mortgage,Arvada,CO
A00000068,Violet Lent,60,Y,N,7,HI,High School,Rent,Washington,DC
A00007256,Lisa Navarro,53,N,Y,5,LI,Bachelor,Rent,Panama City,FL
A00008286,Valerie Pappas,28,Y,Y,3,MI,PhD,Own,Burke,VT
A00002015,Lori Mikkelsen,33,Y,Y,2,MI,Bachelor,Rent,Pooler,GA
A00006482,Edward Martin,26,Y,Y,5,HI,High School,Rent,Louisville,KY
A00007641,Joel Westlake,31,Y,Y,4,MI,Masters,Rent,Montgomery,AL
A00000130,Viola Tebo,52,Y,Y,4,LI,Bachelor,Own,Anchorage,AK
A00004270,Marvin Jacobs,54,N,Y,2,HI,College,Rent,Oklahoma City,OK
A00008379,Jose Kenney,38,N,Y,5,MI,High School,Mortgage,Billerica,MA
A00005304,James Friesen,40,N,Y,7,HI,Bachelor,Rent,Louisville,KY
A00002808,Florence Bailey,35,Y,Y,3,HI,College,Mortgage,Anchorage,AK
A00000278,John Miller,61,Y,Y,7,MI,Bachelor,Own,Lynn Haven,FL
A00003286,Diane Ramirez,40,N,Y,7,MI,Bachelor,Rent,Severna Park,MD
A00008960,David Lewis,44,N,Y,5,LI,Bachelor,Own,Springfield,VT
A00000203,Lisa Liriano,37,Y,Y,6,LI,High School,Own,West Sacramento,CA
A00001779,Eric Richards,46,Y,Y,3,MI,Bachelor,Mortgage,Montgomery,AL
A00007838,Edward Cordier,60,Y,N,4,LI,NA,Rent,Nashville,TN
A00008479,Marian Noggler,53,Y,Y,3,MI,College,Mortgage,Montgomery,AL
A00007462,James Percy,42,Y,Y,4,MI,MD,Rent,Savannah,GA
A00005944,Kenneth Hammond,61,N,Y,2,LI,High School,Rent,Manchester,CT
A00008077,Brandon Kotterna,25,Y,Y,2,MI,MD,Mortgage,Edmond,OK
A00003547,Joe Johnson,32,Y,Y,3,MI,MD,Mortgage,Union City,CA
A00007892,Eric Stevenson,64,Y,Y,2,MI,MD,Rent,Oakland,CA
A00006746,Evelyn Johnson,51,N,Y,5,MI,Masters,Mortgage,Anchorage,AK
A00008220,William Kaupp,55,Y,Y,2,HI,Bachelor,Own,Savannah,GA
A00007169,Marie Hood,27,Y,Y,3,LI,Bachelor,Mortgage,Montgomery,AL
A00008810,Christian Holland,64,N,Y,3,LI,Bachelor,Rent,Manchester,CT
A00001807,Paul Teodoro,56,Y,Y,2,MI,Bachelor,Own,Montgomery,AL
A00001088,Spencer Mcelligott,36,Y,Y,7,MI,MD,Mortgage,Arvada,CO
A00007733,Kristen Price,57,N,Y,2,MI,PhD,Mortgage,Alameda,CA
A00009457,Michelle Graham,25,Y,Y,4,MI,College,Mortgage,Arvada,CO
A00008415,Joni Schmid,60,N,Y,7,MI,Bachelor,Mortgage,Medford,MA
A00007363,Mark Cole,53,Y,Y,3,MI,Bachelor,Mortgage,Glendale,AZ
A00003949,Sarah Deckman,55,Y,Y,4,LI,Bachelor,Own,Arvada,CO
A00008228,Matthew Gulbranson,35,Y,Y,6,LI,Masters,Rent,Louisville,KY
A00004006,Andrew Squires,36,Y,Y,2,MI,Masters,Rent,Oklahoma City,OK
A00005720,Kim Moss,54,Y,Y,4,LI,NA,Own,Manchester,CT
A00004806,Michael Sheppard,58,Y,Y,5,LI,College,Own,Montgomery,AL
A00003023,Wendy Brown,60,Y,Y,4,MI,Bachelor,Own,Anchorage,AK
A00009637,Renee Dilworth,58,Y,Y,7,MI,MD,Mortgage,Edmond,OK
A00009281,Patricia Mallory,30,Y,Y,5,LI,Masters,Rent,Berkeley,CA
A00008136,Anthony Burman,43,N,Y,4,MI,Bachelor,Rent,Panama City,FL
A00004463,John Crawford,47,N,Y,5,MI,MD,Mortgage,Union City,CA
A00005519,Tammy Carswell,37,N,Y,6,MI,High School,Rent,Hayward,CA
A00001114,Rosa Jeffers,42,Y,Y,5,MI,Bachelor,Own,Escondido,CA
A00003433,Ross Bacon,29,N,Y,4,LI,College,Mortgage,Montgomery,AL
A00005779,Arturo Nieves,59,Y,Y,5,LI,Bachelor,Rent,Panama City,FL
A00006086,Carol Schaller,28,Y,Y,7,LI,Bachelor,Mortgage,Glendale,AZ
A00009761,Robyn Sims,49,Y,Y,7,MI,Bachelor,Mortgage,Manchester,CT
A00008219,Andre Cirilo,38,Y,Y,5,MI,Bachelor,Rent,Manchester,CT
A00001430,Arturo Vandamme,63,N,Y,4,LI,NA,Rent,Hanover,MD
A00006842,Mary Mucha,40,N,Y,3,HI,Bachelor,Mortgage,Glendale,AZ
A00005697,Lemuel Harrison,50,N,Y,4,LI,Masters,Own,Savannah,GA
A00004442,Harvey Gordon,62,N,Y,7,LI,Bachelor,Own,Nashville,TN
A00007556,Rhonda Celedon,42,Y,N,2,MI,Bachelor,Mortgage,Manchester,CT
A00002412,Kristine Mccloud,43,Y,N,6,LI,High School,Rent,Arvada,CO
A00004834,Joe Blackwell,59,Y,Y,4,LI,High School,Own,Panama City Beach,FL
A00008356,Crystal Schuck,36,Y,N,4,HI,Bachelor,Own,Anchorage,AK
A00003434,Mary Wren,48,Y,Y,4,LI,Bachelor,Own,Woodbury,VT
A00004123,Jonathan Stinson,25,Y,Y,5,HI,High School,Mortgage,Arlington,MA
A00001941,Daniel Adkins,63,Y,N,5,LI,High School,Own,Stratton,VT
A00003252,Kimberly Wills,59,Y,Y,5,MI,Bachelor,Own,Nashville,TN
A00000132,Vincent Wolter,57,Y,Y,2,LI,Masters,Own,Fayetteville,AR
A00001814,Michelle Simms,30,Y,Y,5,LI,High School,Own,Norton,MA
A00004773,Bessie Lomonaco,34,N,Y,5,MI,PhD,Mortgage,Louisville,KY
A00003103,Angela Engel,50,Y,Y,5,HI,College,Own,Louisville,KY
A00009921,Phillip Peterson,52,N,N,7,MI,Bachelor,Rent,Louisville,KY
A00007978,Douglas Chavez,61,N,Y,2,MI,Bachelor,Rent,Savannah,GA
A00005298,Timothy Rushford,61,Y,Y,4,HI,NA,Own,Davidsonville,MD
A00009800,Javier Baker,40,Y,N,6,LI,High School,Mortgage,Panama City Beach,FL
A00005684,Jill Ranum,40,Y,Y,2,LI,Masters,Own,Manchester,CT
A00007411,Kristen Collins,47,N,Y,4,HI,High School,Mortgage,Kenai,AK
A00002894,Elizabeth Roberts,50,Y,Y,7,LI,Bachelor,Mortgage,Arvada,CO
A00002459,Paula Chronister,49,Y,Y,5,MI,Bachelor,Own,Oklahoma City,OK
A00004736,Derek Rucker,49,Y,Y,2,HI,Bachelor,Own,Fayetteville,AR
A00001349,Shaun Knighton,41,Y,Y,5,MI,College,Own,Nashville,TN
A00001837,Beatrice Payne,40,Y,Y,7,MI,College,Mortgage,Montgomery,AL
A00002665,Jason Deleon,41,Y,Y,4,MI,PhD,Mortgage,Glen Burnie,MD
A00009749,Jeanne England,61,Y,Y,5,HI,PhD,Rent,Montgomery,AL
A00000049,William Mcgill,37,Y,Y,4,HI,High School,Own,Manchester,CT
A00004673,Sherry Vallien,42,Y,Y,5,MI,Bachelor,Own,Goodlettsville,TN
A00003926,Teresa Oneill,36,Y,Y,3,MI,College,Own,Woburn,MA
A00000144,Brandon Pontes,31,Y,Y,5,MI,Bachelor,Own,Pasadena,MD
A00000123,Lucas Powley,59,Y,Y,2,MI,College,Own,Edgewater,MD
A00004797,Zachary Hatley,33,Y,Y,4,MI,High School,Mortgage,Panama City,FL
A00007907,Matthew Tucker,44,N,N,5,HI,High School,Mortgage,Fayetteville,AR
A00000958,Emily Janusz,31,Y,N,4,LI,Bachelor,Rent,Pooler,GA
A00003973,Andrew Mcguire,26,Y,Y,2,MI,Bachelor,Own,Brookline,MA
A00006818,Anne Caston,41,N,Y,3,HI,PhD,Mortgage,Manchester,CT
A00004307,Mae Spader,39,Y,Y,4,HI,High School,Own,Fayetteville,AR
A00007294,Andre Mcvay,47,N,Y,3,LI,College,Rent,Manchester,CT
A00000431,Shelley Miller,50,Y,Y,3,MI,Bachelor,Mortgage,Oklahoma City,OK
A00006292,David Winter,44,N,Y,6,LI,Bachelor,Mortgage,Peoria,AZ
A00002181,Donna Evans,26,N,Y,3,LI,Bachelor,Mortgage,Glendale,AZ
A00008611,Timothy Macri,63,Y,Y,7,LI,College,Own,Montgomery,AL
A00009191,Karen Gosa,57,Y,Y,2,LI,College,Own,Glendale,AZ
A00000176,Jeffrey Odea,29,Y,Y,7,MI,High School,Rent,Oklahoma City,OK
A00003246,Daryl Davis,40,Y,Y,7,MI,Bachelor,Rent,Nashville,TN
A00002541,Elaina Lavelle,55,N,Y,7,MI,NA,Mortgage,Fayetteville,AR
A00003987,Ronald Kean,42,Y,Y,4,LI,High School,Rent,Arvada,CO
A00002178,George Mosley,31,Y,Y,4,HI,College,Own,Annapolis,MD
A00005088,Gail Abnet,47,Y,Y,5,MI,High School,Own,Aurora,CO
A00004956,Fred Smith,25,Y,Y,4,LI,PhD,Rent,Fayetteville,AR
A00005927,David Cook,44,Y,N,6,MI,Bachelor,Mortgage,Mesa,AZ
A00009254,Amanda Riggle,29,Y,Y,4,MI,College,Own,Poultney,VT
A00001640,Margaret Rowe,55,Y,Y,5,MI,Bachelor,Mortgage,Glendale,AZ
A00005234,Ray Conway,29,Y,Y,7,MI,Bachelor,Rent,Laurel,MD
A00000178,Mary Mcnelis,28,Y,Y,2,LI,Bachelor,Mortgage,Louisville,KY
A00006585,Mary Martinez,57,N,Y,4,HI,Bachelor,Mortgage,Punta Gorda,FL
A00007481,Vernita Fuller,47,Y,N,7,MI,High School,Rent,Montgomery,AL
A00000249,William Hamilton,50,Y,Y,4,MI,Bachelor,Own,Fayetteville,AR
A00003113,Stanley Ullman,45,Y,Y,4,MI,Masters,Mortgage,Medford,MA
A00006174,Caleb Neubert,55,Y,Y,4,MI,Masters,Mortgage,Berkeley,CA
A00008009,Betty Herman,62,Y,Y,6,LI,Masters,Own,Anchorage,AK
A00008774,Carolyn Jacobs,36,Y,Y,3,MI,High School,Rent,Montgomery,AL
A00009482,Margaret Lightle,48,N,Y,2,MI,PhD,Mortgage,Fayetteville,AR
A00008762,Roberto Brown,64,Y,Y,7,LI,Bachelor,Rent,Savannah,GA
A00000564,Andrew Morgan,33,Y,Y,5,MI,Bachelor,Mortgage,Hayward,CA
A00003538,Dennis Thome,48,Y,Y,4,MI,NA,Rent,Glendale,AZ
A00008458,Phyllis Kempinski,45,Y,Y,2,MI,High School,Mortgage,Manchester,CT
A00008633,Pamela Doman,46,Y,Y,4,MI,Masters,Own,Washington,DC
A00002812,Marvin Carmen,34,Y,Y,6,MI,Bachelor,Own,Manchester,CT
A00003316,Judy Bolden,25,Y,Y,4,HI,Bachelor,Mortgage,Severna Park,MD
